time,HeatingDemand_2bbd,HeatingDemand_Artiestbuurt_2,HeatingDemand_Artiestenbuurt_1,HeatingDemand_DeStrijp_1,HeatingDemand_DeStrijp_2,HeatingDemand_DeStrijp_3,HeatingDemand_Hoekpolder,HeatingDemand_HuisTeLande,HeatingDemand_Kleurenbuurt,HeatingDemand_Ministerbuurt_1,HeatingDemand_Ministerbuurt_2,HeatingDemand_Muziekbuurt_1,HeatingDemand_Muziekbuurt_2,HeatingDemand_Muziekbuurt_3,HeatingDemand_Presidentenbuurt,HeatingDemand_Rembrandtkwartier_1,HeatingDemand_Rembrandtkwartier_2,HeatingDemand_Stationskwartier,HeatingDemand_Stervoorde_1,HeatingDemand_Stervoorde_2,HeatingDemand_Stervoorde_3,HeatingDemand_Stervoorde_4,HeatingDemand_Stervoorde_5,HeatingDemand_TeWerve_1,HeatingDemand_TeWerve_2,HeatingDemand_TeWerve_3,HeatingDemand_TeWerve_4,HeatingDemand_WelGelegen,HeatingDemand_fea2
97200.0,53735.643000000004,71275.91399999999,208125.66887999998,24753.55278,24753.55278,24753.55278,1610.1435,99295.32415999999,467606.3955200001,69104.96900999999,105302.80991999999,104188.00200000001,104188.00200000001,104188.00200000001,47542.7365,53735.643000000004,53735.643000000004,144574.79048999998,32537.173499999997,48363.897399999994,84355.635,23940.9326,30448.367299999998,73480.923,73480.923,73480.923,73480.923,161565.16662,161565.16662
100800.0,60996.63,75996.945,221911.07940000002,27549.728250000004,27549.728250000004,27549.728250000004,3220.2905,114384.6052,475855.0675200001,82356.8613,125496.16960000001,106427.172,106427.172,106427.172,51328.3225,60996.63,60996.63,153080.22690999997,42215.2884,62749.63856,109447.04400000001,31062.11344,39505.17112,78826.27799999999,78826.27799999999,78826.27799999999,78826.27799999999,183396.5342,183396.5342
104400.0,66410.583,76776.78,224188.19759999998,36915.832030000005,36915.832030000005,36915.832030000005,13480.383,162067.2708,477489.10208,109706.94881999999,167172.49344,164415.29099999997,164415.29099999997,164415.29099999997,71254.3335,66410.583,66410.583,154302.99143999998,46168.90245,68626.36858000001,119697.15450000002,33971.19242000001,43204.972910000004,99404.973,99404.973,99404.973,99404.973,199674.48622,199674.48622
108000.0,204400.854,114412.641,334084.91172,164943.33119,164943.33119,164943.33119,98682.605,654925.632,607381.58144,295873.38207000005,450854.67744000006,233412.75,233412.75,233412.75,202839.2835,204400.854,204400.854,367958.99231,91569.38625000001,136110.5445,237402.11250000002,67376.9805,85690.85775000001,245684.91299999997,245684.91299999997,245684.91299999997,245684.91299999997,614565.23436,614565.23436
111600.0,913491.6989999998,390901.81500000006,1141433.2998000002,1731107.9066600003,1731107.9066600003,1731107.9066600003,1179308.0565,2837844.1939999997,3372871.3184,2174953.08135,3314214.2192,913241.4209999999,913241.4209999999,913241.4209999999,1632808.0684999998,913491.6989999998,913491.6989999998,2295156.1560199996,1251456.2532,1860189.29488,3244516.212,920824.60112,1171115.85176,1262455.194,1262455.194,1262455.194,1262455.194,2746565.0416599996,2746565.0416599996
115200.0,796037.823,1016888.433,2969314.22436,2004397.21416,2004397.21416,2004397.21416,1965484.1955,3578287.2528000004,2694054.9753600005,2512560.82224,3828664.1100800005,1264433.0729999999,1264433.0729999999,1264433.0729999999,1480100.7095,796037.823,796037.823,1969517.8765599998,1817970.7918499997,2702267.6955399998,4713257.6085,1337667.39746,1701261.55583,1354955.4899999998,1354955.4899999998,1354955.4899999998,1354955.4899999998,2393420.38782,2393420.38782
118800.0,1815283.491,1938037.1489999997,5659068.475079999,1844969.4208000002,1844969.4208000002,1844969.4208000002,1999800.446,3901824.3098400002,6731760.400640001,3117630.64389,4750675.26688,1891385.256,1891385.256,1891385.256,1374297.666,1815283.491,1815283.491,2765633.6412899997,1732502.3094,2575225.65496,4491672.654,1274779.47704,1621279.93892,2225530.6289999997,2225530.6289999997,2225530.6289999997,2225530.6289999997,5457952.362939999,5457952.362939999
122400.0,1215491.28,783444.918,2287659.1605599998,890380.6480800001,890380.6480800001,890380.6480800001,814472.0815000001,1812213.466,7605242.780800001,1263517.2774,1925359.6608000002,1432470.282,1432470.282,1432470.282,1130115.7665,1215491.28,1215491.28,2483527.6752,2095654.7083499997,3115022.5541399997,5433178.8735,1541987.9088599999,1961118.85053,878110.3049999999,878110.3049999999,878110.3049999999,878110.3049999999,3654577.1152,3654577.1152
126000.0,641598.0719999999,545164.8300000001,1591881.3036,491970.73310000007,491970.73310000007,491970.73310000007,552029.1420000001,1199935.33336,5198028.39744,875685.89724,1334378.51008,551679.591,551679.591,551679.591,404399.331,641598.0719999999,641598.0719999999,1502028.2767100001,1150800.17355,1710572.10982,2983556.0055,846761.6091799999,1076921.64389,524091.75,524091.75,524091.75,524091.75,1929071.5364799998,1929071.5364799998
129600.0,626713.281,1162909.887,3395696.87004,709185.85166,709185.85166,709185.85166,917312.676,1545659.72424,3271070.5964800003,1116091.96986,1700711.57312,648067.3559999999,648067.3559999999,648067.3559999999,939408.9075,626713.281,626713.281,1089863.56622,796668.31935,1184183.52654,2065436.3835000002,586190.5164600001,745524.18033,676240.308,676240.308,676240.308,676240.308,1884317.9315399998,1884317.9315399998
133200.0,494850.57,676366.071,1974988.9273199998,573909.49121,573909.49121,573909.49121,867557.1415,1152966.73624,2135958.59712,736904.7585900001,1122902.48928,526816.2660000001,526816.2660000001,526816.2660000001,807454.4485,494850.57,494850.57,867613.08621,622128.40965,924743.95706,1612925.5065000001,457763.61994,582189.3018700001,493310.71199999994,493310.71199999994,493310.71199999994,493310.71199999994,1487850.7138,1487850.7138
136800.0,436053.645,476845.761,1392389.62212,384269.51805,384269.51805,384269.51805,624539.5555,1080074.8404799998,2054128.5286400001,677008.79316,1031632.44672,505597.65,505597.65,505597.65,434918.5505,436053.645,436053.645,769088.7210499998,574846.06095,854462.5399799999,1490341.6395,422973.15102,537942.36321,464036.17499999993,464036.17499999993,464036.17499999993,464036.17499999993,1311067.9593,1311067.9593
140400.0,781751.0759999999,1372226.31,4006900.8252,1580123.1695700001,1580123.1695700001,1580123.1695700001,1399324.381,2173078.03936,2960793.0809600004,1437874.3896300003,2191046.6889600004,799525.254,799525.254,799525.254,1312142.6534999998,781751.0759999999,781751.0759999999,1552712.7378099998,1245102.9290999998,1850745.5884399998,3228044.631,916149.80956,1165170.39538,1217478.525,1217478.525,1217478.525,1217478.525,2350464.90184,2350464.90184
144000.0,753400.4100000001,1652036.9249999998,4823947.8209999995,1797572.887,1797572.887,1797572.887,1202950.3535,2587032.93728,3250864.8262400003,1453750.7058899999,2215239.17088,941998.71,941998.71,941998.71,1461746.9334999998,753400.4100000001,753400.4100000001,1636359.8980299998,1228139.65395,1825531.04118,3184065.7695,903668.18982,1149296.12061,1087014.816,1087014.816,1087014.816,1087014.816,2265223.8994,2265223.8994
147600.0,680557.9890000001,1174905.213,3430723.2219599998,1386018.4552499999,1386018.4552499999,1386018.4552499999,1051645.826,2417907.14464,3202996.2208000007,1269757.90305,1934869.1856000002,832675.3500000001,832675.3500000001,832675.3500000001,1197151.7495000002,680557.9890000001,680557.9890000001,1311628.49116,1066995.00585,1586002.45314,2766283.3485000003,785097.55986,998496.5610300001,1016097.693,1016097.693,1016097.693,1016097.693,2046211.02026,2046211.02026
151200.0,2070930.669,1696267.623,4953101.459159999,3600145.4881700003,3600145.4881700003,3600145.4881700003,2901577.7805,3370188.3486400004,6671649.815040001,3507985.35129,5345501.48768,2247890.913,2247890.913,2247890.913,2915631.551,2070930.669,2070930.669,4013883.9178099995,2781076.47345,4133847.0049799997,7210198.2645,2046322.93602,2602538.23071,2380503.897,2380503.897,2380503.897,2380503.897,6226598.21146,6226598.21146
154800.0,1488189.1979999999,912881.082,2665612.75944,2244780.5350300004,2244780.5350300004,2244780.5350300004,1646582.0525,2436676.87544,4613518.654080001,2098650.3111,3197943.3312,1564360.386,1564360.386,1564360.386,2207262.0710000005,1488189.1979999999,1488189.1979999999,1314832.83139,1913990.7595499998,2844993.6722199996,4962198.2655,1408319.12678,1791117.27869,1791501.5999999999,1791501.5999999999,1791501.5999999999,1791501.5999999999,4474488.85532,4474488.85532
158400.0,1033218.294,825742.632,2411168.48544,1630207.80406,1630207.80406,1630207.80406,1297377.4415,1901636.76656,3740142.8000000003,1507423.8732000003,2297026.8544000005,1089618.447,1089618.447,1089618.447,1520551.9070000001,1033218.294,1033218.294,1192440.2746099997,1303390.26585,1937385.0371400001,3379159.9485000004,959037.7758600002,1219715.8290300001,1175993.19,1175993.19,1175993.19,1175993.19,3106543.00396,3106543.00396
162000.0,911277.966,830038.7519999999,2423713.1558399997,1356053.6663300002,1356053.6663300002,1356053.6663300002,1227992.787,1829279.5228,3701881.8329600007,1490027.48832,2270518.07744,1002053.8800000001,1002053.8800000001,1002053.8800000001,1362785.7635000001,911277.966,911277.966,1198146.3006499999,1300162.8087,1932587.6810799998,3370792.4669999997,956663.00492,1216695.56666,1131023.895,1131023.895,1131023.895,1131023.895,2739909.08444,2739909.08444
165600.0,631819.395,622124.1359999999,1816602.47712,865144.6293600001,865144.6293600001,865144.6293600001,687500.6005,927866.13208,2137040.896,812279.90802,1237759.85984,539004.0179999999,539004.0179999999,539004.0179999999,710658.8439999999,631819.395,631819.395,838415.3953499999,595857.56625,885694.4565,1544815.9125,438433.4685,557604.98175,719301.867,719301.867,719301.867,719301.867,1899670.3143,1899670.3143
